,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets,Binned_Age_Range
1343,2016-02-16,09:48:22,foreigner ,female,thin,yes,no_kids,big,white,formal,black ,long sleeve,black,long,clothes,4,8,yes,3.18310765448448,101.71638025557192,1.0,"(40, 50]"
1344,2015-12-31,18:14:04,indian,male,moderate,no,toddler,big,white,formal,black ,short_sleeve,black,short,clothes,5,8,no,3.16837827995922,101.71377513381913,1.0,"(30, 40]"
1345,2016-02-26,03:01:31,foreigner ,female,fat,yes,toddler ,big,red,formal,red,long sleeve,white,long,blankets,4,7,no,3.190911710297042,101.75790512993018,1.0,"(50, 60]"
1346,2016-01-05,19:57:37,malay,male,fat,yes,toddler ,small,green,casual,grey,short_sleeve,blue ,short,clothes,4,8,yes,3.1324648302694227,101.78440368564384,1.0,"(30, 40]"
1347,2016-02-12,10:40:43,foreigner ,female,fat,no,young,big,white,formal,yellow,short_sleeve,blue,short,clothes,5,8,yes,3.144638297443447,101.73316981463614,2.0,"(20, 30]"
1348,2016-02-29,08:40:37,indian,male,thin,yes,no_kids,small,white,traditional,green,long sleeve,orange,long,clothes,4,8,no,3.104230458545465,101.76302173545648,3.0,"(50, 60]"
1349,2016-01-25,07:30:07,malay,female,fat,no,toddler,big,yellow,traditional,green,long sleeve,grey,long,clothes,4,9,yes,3.152716178494211,101.71889285202096,3.0,"(20, 30]"
1350,2015-12-27,19:54:13,foreigner ,male,fat,yes,no_kids,small,pink,formal,red,short_sleeve,orange,long,blankets,6,9,yes,3.1140074898029435,101.71867045940968,2.0,"(20, 30]"
1351,2015-12-23,05:23:20,foreigner ,male,fat,no,toddler ,big,brown,casual,blue,long sleeve,black,short,clothes,6,7,no,3.141485802220996,101.70333837028632,3.0,"(50, 60]"
1352,2016-02-15,03:11:06,chinese,male,moderate,yes,baby,big,grey,casual,white,long sleeve,pink,long,blankets,5,9,no,3.1183978559513346,101.76439775036994,1.0,"(20, 30]"
1353,2016-02-18,12:26:37,malay,female,moderate,no,toddler ,big,yellow,traditional,grey,short_sleeve,blue,long,clothes,5,8,yes,3.155498537157737,101.7716586241484,2.0,"(30, 40]"
1354,2016-02-29,21:39:31,chinese,male,thin,no,no_kids,small,brown,casual,blue,long sleeve,blue  ,short,blankets,4,10,no,3.1693108969338786,101.701034300487,1.0,"(50, 60]"
1356,2016-01-16,13:51:41,malay,male,moderate,no,toddler ,small,purple,formal,pink,short_sleeve,brown,long,blankets,3,8,no,3.1264500866670306,101.78705206425091,2.0,"(30, 40]"
1357,2016-02-19,08:35:32,foreigner ,female,fat,yes,toddler,big,purple,formal,black,long sleeve,blue  ,short,blankets,3,8,no,3.159491929302225,101.72138871380476,1.0,"(20, 30]"
1358,2016-01-31,15:08:03,indian,male,fat,yes,baby,big,orange,casual,red,short_sleeve,blue ,long,clothes,4,7,no,3.145623439428728,101.70758499671966,2.0,"(30, 40]"
1359,2016-01-30,18:05:08,malay,female,moderate,no,no_kids,small,brown,formal,white,short_sleeve,orange,long,clothes,5,7,no,3.16936099945992,101.7299436542028,3.0,"(20, 30]"
1360,2016-01-17,14:18:24,foreigner ,male,fat,no,toddler,small,brown,casual,brown,long sleeve,blue ,short,clothes,6,7,yes,3.1049465697234373,101.71353646188255,1.0,"(10, 20]"
1361,2015-12-01,04:00:58,chinese,male,fat,yes,toddler ,big,white,traditional,yellow,long sleeve,blue_jeans,long,blankets,4,7,no,3.0877749167227915,101.7680521216354,2.0,"(20, 30]"
1362,2015-12-11,07:50:30,malay,female,thin,yes,young,big,brown,casual,red,short_sleeve,orange,long,clothes,4,9,no,3.16750883938569,101.74211188170318,1.0,"(50, 60]"
1363,2016-02-14,13:36:15,malay,male,moderate,no,no_kids,big,black,casual,pink,long sleeve,blue_jeans,short,blankets,4,9,no,3.1202660939054625,101.73383750331784,1.0,"(40, 50]"
1364,2015-12-14,09:49:20,malay,male,fat,yes,young,big,white,casual,green,long sleeve,black,short,blankets,5,7,no,3.1848742876396123,101.70989401475669,1.0,"(30, 40]"
1365,2016-02-10,00:17:14,indian,female,thin,yes,toddler ,big,black,traditional,orange,short_sleeve,black,long,blankets,3,9,no,3.089377021801425,101.71825789495703,1.0,"(30, 40]"
1366,2015-12-07,15:37:15,malay,female,moderate,no,no_kids,small,pink,casual,green,long sleeve,grey,short,clothes,6,7,no,3.1442622165029728,101.6998301439432,1.0,"(10, 20]"
1367,2016-01-15,02:15:18,foreigner ,female,moderate,no,no_kids,small,orange,formal,brown,long sleeve,brown,short,clothes,4,8,yes,3.097725116481799,101.76096449871942,2.0,"(50, 60]"
1368,2015-12-31,05:07:12,chinese,male,moderate,yes,baby,big,white,formal,black,long sleeve,blue,long,clothes,3,9,no,3.136146261213044,101.7831774617954,1.0,"(30, 40]"
1369,2015-12-16,10:53:43,malay,male,fat,no,no_kids,big,blue,traditional,green,short_sleeve,brown,short,clothes,4,7,yes,3.187855694859887,101.72363749789348,1.0,"(40, 50]"
1370,2016-01-11,12:57:39,indian,male,moderate,no,toddler,small,black,formal,purple,long sleeve,blue  ,long,blankets,4,8,yes,3.1282846433465283,101.78047875783928,1.0,"(50, 60]"
1371,2016-01-08,12:34:02,chinese,female,thin,no,toddler ,big,red,formal,black ,long sleeve,purple,long,blankets,3,10,no,3.1508079235789377,101.73189856945672,2.0,"(50, 60]"
1372,2016-01-23,09:02:11,malay,female,moderate,no,young,small,white,formal,white,long sleeve,blue,long,blankets,5,9,yes,3.175522433109638,101.78103966244464,1.0,"(50, 60]"
1373,2016-01-13,01:28:31,malay,male,moderate,yes,young,big,yellow,formal,pink,short_sleeve,green,short,clothes,5,8,no,3.161339204552159,101.71960242068788,1.0,"(30, 40]"
1374,2016-02-21,09:22:42,malay,female,thin,no,young,big,red,casual,purple,long sleeve,yellow,short,blankets,5,10,no,3.177629439905737,101.73639867157512,2.0,"(20, 30]"
1375,2015-12-08,04:22:37,indian,male,moderate,yes,young,big,grey,casual,black ,long sleeve,black,long,blankets,4,9,no,3.1640831816086044,101.7422294878608,3.0,"(50, 60]"
1376,2016-02-04,15:54:08,chinese,male,thin,yes,young,small,purple,formal,white,short_sleeve,orange,short,clothes,3,9,no,3.1912193332210093,101.7052061041954,3.0,"(20, 30]"
1377,2016-01-11,19:42:06,foreigner ,female,thin,yes,young,small,purple,casual,brown,long sleeve,orange,short,blankets,4,8,no,3.1034840696449204,101.71638393757908,3.0,"(20, 30]"
1378,2016-02-05,10:56:51,foreigner ,female,thin,no,toddler ,small,blue,casual,green,long sleeve,white,short,blankets,6,10,no,3.1107709178151426,101.72000314785647,2.0,"(20, 30]"
1379,2016-02-17,13:36:46,foreigner ,male,fat,yes,toddler ,big,orange,casual,blue,short_sleeve,blue,short,blankets,6,9,yes,3.1031547837118025,101.76052635749409,3.0,"(30, 40]"
1380,2016-03-01,05:15:14,malay,male,thin,no,toddler,small,pink,casual,red,long sleeve,blue ,short,blankets,6,7,yes,3.1104530019610777,101.72000543870048,1.0,"(40, 50]"
1381,2016-01-01,10:16:21,malay,male,fat,no,young,small,brown,traditional,white,short_sleeve,orange,short,clothes,6,8,no,3.1081321324340623,101.73446423772654,2.0,"(30, 40]"
1382,2016-01-20,19:06:45,malay,female,moderate,no,toddler ,big,yellow,traditional,green,short_sleeve,orange,short,clothes,4,7,yes,3.1932005473042606,101.73163800274412,2.0,"(30, 40]"
1384,2016-01-03,07:20:06,indian,female,fat,no,young,big,yellow,traditional,blue,short_sleeve,green,short,blankets,3,8,yes,3.125469714943633,101.7197169040237,3.0,"(50, 60]"
1385,2015-12-13,10:55:06,malay,male,moderate,yes,toddler,big,green,formal,white,short_sleeve,yellow,long,blankets,3,9,no,3.1713339279942745,101.70903734213265,3.0,"(50, 60]"
1386,2016-02-19,08:26:22,foreigner ,female,moderate,yes,young,big,green,formal,orange,short_sleeve,brown,long,blankets,6,9,yes,3.102130084298519,101.72381929428003,3.0,"(30, 40]"
1387,2016-02-05,11:50:07,malay,female,fat,no,baby,small,white,traditional,white,short_sleeve,purple,short,blankets,3,9,yes,3.1182614416784493,101.77411299332978,1.0,"(30, 40]"
1389,2015-12-11,10:03:49,malay,male,fat,yes,baby,small,white,traditional,blue,long sleeve,yellow,long,blankets,5,7,yes,3.1183242311483865,101.7273949861714,1.0,"(40, 50]"
1390,2016-02-29,20:30:15,malay,female,moderate,yes,young,big,purple,formal,orange,short_sleeve,black,long,clothes,3,8,yes,3.152256343855258,101.76468497233536,1.0,"(40, 50]"
1391,2015-12-28,07:02:55,foreigner ,female,moderate,no,no_kids,big,black,casual,white,long sleeve,black,short,clothes,5,8,no,3.128997877462217,101.74428522567167,3.0,"(30, 40]"
1392,2016-01-26,13:58:50,malay,male,moderate,no,toddler ,small,grey,formal,blue,long sleeve,pink,long,blankets,3,10,no,3.1853151212296176,101.75670631250811,1.0,"(20, 30]"
1393,2016-02-04,03:32:59,indian,female,moderate,no,young,big,white,formal,orange,short_sleeve,black,long,blankets,3,8,yes,3.1459233979313104,101.70545830322676,3.0,"(30, 40]"
1394,2016-02-03,23:18:55,indian,male,fat,yes,toddler ,big,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,yes,3.105743588083236,101.71695289790938,1.0,"(40, 50]"
1395,2016-02-08,13:40:35,chinese,male,moderate,yes,young,small,yellow,traditional,purple,short_sleeve,blue,long,blankets,5,10,yes,3.155712926652878,101.70872594447304,1.0,"(20, 30]"
1396,2016-02-27,01:19:05,malay,male,moderate,no,no_kids,big,pink,traditional,black,short_sleeve,green,short,blankets,3,9,yes,3.089313335987456,101.73106848084272,1.0,"(40, 50]"
1397,2016-01-04,09:12:55,foreigner ,female,fat,no,no_kids,big,green,traditional,black ,short_sleeve,grey,long,clothes,6,8,yes,3.1664090926868136,101.76055574760534,2.0,"(20, 30]"
1398,2016-02-18,11:56:13,malay,female,fat,no,baby,big,white,formal,grey,long sleeve,yellow,long,blankets,4,10,yes,3.1746578572612485,101.76082138215612,2.0,"(20, 30]"
1399,2015-12-04,11:28:12,foreigner ,female,thin,yes,young,big,orange,casual,red,long sleeve,purple,short,clothes,6,7,no,3.1546107194825104,101.7422125235751,1.0,"(50, 60]"
1400,2016-01-30,09:21:48,foreigner ,male,moderate,yes,young,small,white,formal,blue,short_sleeve,brown,long,clothes,3,9,no,3.1093737365269147,101.74951004696024,3.0,"(20, 30]"
1401,2016-01-07,14:46:52,malay,female,fat,yes,no_kids,big,white,traditional,purple,long sleeve,black ,short,clothes,3,9,yes,3.1572189873974263,101.71011045829448,1.0,"(30, 40]"
1402,2016-01-13,22:02:09,foreigner ,male,thin,yes,toddler ,small,black,casual,brown,long sleeve,orange,short,clothes,5,8,no,3.1492310325020814,101.70780792623027,1.0,"(50, 60]"
1403,2016-02-22,13:37:06,malay,female,fat,no,young,big,green,formal,green,long sleeve,red,short,clothes,5,10,yes,3.147211560480508,101.71322621361853,1.0,"(10, 20]"
1404,2016-02-27,19:04:53,foreigner ,male,moderate,yes,baby,big,black,casual,black ,long sleeve,red,short,blankets,5,9,yes,3.099373369463727,101.70916770627592,2.0,"(20, 30]"
1405,2016-02-09,22:28:41,malay,female,thin,no,baby,small,yellow,casual,yellow,short_sleeve,black,long,blankets,6,7,no,3.1878846109219605,101.75212655412524,2.0,"(40, 50]"
1406,2015-12-21,16:03:15,malay,female,thin,yes,toddler ,small,pink,traditional,red,long sleeve,black,long,clothes,3,9,no,3.114029492963148,101.70547835861332,3.0,"(10, 20]"
1407,2015-12-07,04:13:03,malay,female,fat,no,young,big,pink,casual,white,long sleeve,green,long,blankets,6,9,yes,3.145993947324159,101.71197586394165,3.0,"(40, 50]"
1408,2015-12-29,05:03:27,chinese,female,moderate,no,baby,small,pink,formal,red,short_sleeve,white,long,clothes,4,8,yes,3.173063402615241,101.74309365127432,2.0,"(30, 40]"
1409,2015-12-07,00:15:32,malay,female,moderate,no,baby,small,pink,traditional,white,short_sleeve,orange,short,blankets,4,7,no,3.167257279999642,101.73420199401076,1.0,"(30, 40]"
1410,2016-02-05,02:03:29,malay,male,fat,no,baby,small,pink,formal,black ,long sleeve,pink,long,clothes,5,9,yes,3.164561064215156,101.75979088305527,3.0,"(20, 30]"
1411,2016-02-08,10:23:29,malay,female,thin,yes,toddler,big,red,casual,white,short_sleeve,green,long,blankets,6,8,yes,3.148814060167376,101.77406292037396,3.0,"(50, 60]"
1412,2016-02-12,02:24:10,malay,female,thin,yes,toddler ,big,purple,traditional,white,short_sleeve,blue_jeans,short,clothes,6,10,no,3.151167325163561,101.75035705425898,3.0,"(20, 30]"
1413,2016-01-24,13:39:36,malay,male,moderate,no,baby,big,red,formal,grey,short_sleeve,black,long,clothes,5,8,yes,3.1204916546853223,101.78165989453358,1.0,"(50, 60]"
1414,2016-02-16,03:38:38,indian,male,thin,no,toddler,big,white,casual,white,short_sleeve,white,long,blankets,6,10,yes,3.143865926520562,101.73384662720572,1.0,"(50, 60]"
1415,2015-12-22,06:00:00,chinese,male,fat,no,young,small,black,formal,black ,short_sleeve,white,long,clothes,6,9,no,3.146604226961567,101.7120147642318,1.0,"(50, 60]"
1416,2016-01-01,12:34:54,malay,female,fat,no,toddler ,big,white,formal,green,short_sleeve,white,short,clothes,3,7,no,3.1157020752066056,101.7263146542852,3.0,"(20, 30]"
1417,2016-02-20,19:25:53,chinese,male,moderate,yes,young,small,brown,casual,white,short_sleeve,blue,long,blankets,6,9,no,3.143644562034982,101.76075606328726,2.0,"(50, 60]"
1418,2016-01-05,22:59:45,malay,female,moderate,yes,young,small,black,formal,grey,short_sleeve,purple,short,blankets,5,10,yes,3.118169314555939,101.711175393337,2.0,"(50, 60]"
1419,2015-12-09,23:57:50,foreigner ,male,moderate,yes,toddler ,big,white,casual,black ,long sleeve,black,long,clothes,5,8,yes,3.1485684199426407,101.77485216132344,3.0,"(40, 50]"
1421,2015-12-22,03:24:58,indian,male,fat,no,no_kids,small,green,casual,white,short_sleeve,yellow,short,blankets,3,8,yes,3.118393500592103,101.77079393095688,2.0,"(40, 50]"
1422,2016-01-15,09:15:36,indian,male,thin,no,young,big,brown,formal,yellow,long sleeve,white,short,blankets,5,10,yes,3.0995579213972158,101.7143041836478,2.0,"(40, 50]"
1424,2015-12-17,08:05:40,indian,female,thin,yes,toddler,big,orange,traditional,pink,short_sleeve,white,long,blankets,5,10,yes,3.147320589094573,101.76957810356114,1.0,"(30, 40]"
1425,2015-12-26,04:41:24,chinese,female,thin,yes,young,big,white,casual,pink,short_sleeve,orange,short,blankets,6,8,yes,3.197479572186693,101.71605673482786,3.0,"(50, 60]"
1427,2015-12-02,04:03:49,malay,male,fat,no,toddler ,big,yellow,formal,pink,long sleeve,white,long,clothes,3,8,no,3.167791893381147,101.76183217913356,1.0,"(20, 30]"
1428,2015-12-06,22:40:02,chinese,female,thin,yes,young,small,white,formal,black,long sleeve,black,short,clothes,6,9,no,3.197641347336719,101.70905893301772,3.0,"(30, 40]"
1429,2016-02-09,16:52:33,indian,female,moderate,yes,toddler,small,blue,traditional,red,short_sleeve,yellow,short,clothes,4,7,yes,3.0863105389237977,101.76538631882336,3.0,"(40, 50]"
1430,2015-12-13,19:08:15,foreigner ,female,moderate,yes,toddler ,small,green,formal,blue,short_sleeve,black,short,blankets,4,7,no,3.1496366560278672,101.76034535653926,2.0,"(50, 60]"
1431,2016-02-29,22:24:53,foreigner ,male,thin,no,toddler ,big,blue,formal,brown,long sleeve,red,short,clothes,3,8,yes,3.1702831739972983,101.74286307535398,3.0,"(30, 40]"
1432,2016-02-13,14:22:40,malay,female,moderate,no,young,small,red,traditional,white,long sleeve,red,short,clothes,5,8,no,3.1259175163221773,101.76738740529366,1.0,"(50, 60]"
1433,2016-01-24,18:08:37,malay,male,thin,yes,no_kids,big,orange,formal,white,long sleeve,purple,long,blankets,3,8,no,3.128554419659032,101.75426170498248,3.0,"(50, 60]"
1435,2016-02-01,04:37:51,chinese,male,moderate,no,no_kids,big,white,formal,blue,long sleeve,orange,long,blankets,4,7,no,3.087068323038774,101.72189241182475,3.0,"(20, 30]"
1436,2016-02-11,09:03:55,malay,male,moderate,yes,toddler,big,blue,formal,brown,long sleeve,blue_jeans,long,blankets,5,10,yes,3.175194458916364,101.74935748028555,2.0,"(40, 50]"
1437,2016-02-10,17:28:41,malay,male,moderate,no,toddler,small,black,traditional,white,short_sleeve,blue  ,short,blankets,3,10,no,3.1918111829088445,101.74767880436762,1.0,"(50, 60]"
1438,2016-01-15,09:45:32,malay,female,thin,no,no_kids,small,grey,traditional,black ,short_sleeve,blue,long,blankets,4,7,no,3.115775402715642,101.76698964183228,1.0,"(20, 30]"
1439,2015-12-06,14:35:02,malay,male,thin,no,no_kids,small,white,casual,yellow,long sleeve,black,short,blankets,5,8,no,3.1595575311566426,101.77184350399654,1.0,"(50, 60]"
1440,2016-01-17,22:01:36,chinese,female,thin,yes,baby,small,pink,formal,grey,short_sleeve,blue ,long,clothes,6,8,no,3.1607251570258708,101.7391820217672,1.0,"(30, 40]"
1441,2016-01-29,22:29:33,malay,female,thin,yes,young,small,blue,formal,grey,long sleeve,red,short,clothes,4,7,no,3.1170383775123005,101.7040745494282,3.0,"(10, 20]"
1442,2016-01-12,19:04:06,malay,female,thin,no,baby,big,yellow,casual,purple,long sleeve,grey,short,clothes,4,10,yes,3.1204864184439915,101.70324706170064,1.0,"(40, 50]"
1443,2016-02-06,10:23:03,indian,female,fat,yes,no_kids,small,red,traditional,white,short_sleeve,blue,short,clothes,3,7,no,3.1341306726680727,101.71915035189612,1.0,"(40, 50]"
1444,2015-12-11,00:01:09,chinese,male,thin,no,no_kids,small,orange,casual,pink,short_sleeve,black,long,clothes,3,7,yes,3.1647091242988927,101.71865242492676,2.0,"(20, 30]"
1445,2016-01-27,16:04:04,chinese,male,moderate,no,toddler ,big,orange,formal,white,short_sleeve,purple,short,clothes,4,8,yes,3.0951734268644606,101.77344798545,2.0,"(20, 30]"
1446,2016-03-01,13:01:54,malay,male,fat,no,young,big,orange,traditional,black,long sleeve,blue  ,long,blankets,5,7,yes,3.092781985285589,101.76566746261388,3.0,"(50, 60]"
1447,2016-02-28,07:17:01,indian,male,fat,no,baby,small,purple,casual,orange,short_sleeve,yellow,short,blankets,6,7,yes,3.189940903615464,101.70863881694466,1.0,"(30, 40]"
1448,2015-12-04,16:29:55,indian,female,moderate,no,no_kids,big,white,formal,purple,short_sleeve,black ,long,clothes,4,8,yes,3.148618681410143,101.73916233102968,2.0,"(40, 50]"
1449,2016-02-17,14:26:40,indian,female,fat,no,toddler,small,white,formal,white,short_sleeve,purple,long,blankets,5,10,yes,3.1753328244360954,101.7543757691769,1.0,"(10, 20]"
1450,2016-02-21,12:49:52,indian,male,moderate,no,toddler,big,red,casual,grey,short_sleeve,blue ,short,clothes,4,8,yes,3.117171451681513,101.6992797325744,2.0,"(40, 50]"
1451,2016-02-08,19:46:05,chinese,male,fat,no,young,big,orange,formal,brown,long sleeve,pink,long,blankets,6,7,no,3.140035878183919,101.77834733635916,2.0,"(30, 40]"
1452,2016-01-28,16:15:46,foreigner ,male,moderate,yes,toddler ,big,pink,casual,pink,long sleeve,blue_jeans,long,blankets,6,7,yes,3.1872518384247948,101.7102480767817,1.0,"(10, 20]"
1453,2015-12-05,05:04:01,foreigner ,male,moderate,yes,no_kids,big,purple,formal,black ,long sleeve,blue  ,short,blankets,4,10,yes,3.1822579336975245,101.7021994413359,1.0,"(40, 50]"
1454,2015-12-18,20:46:23,foreigner ,female,fat,no,young,small,blue,traditional,black,short_sleeve,orange,short,blankets,4,10,no,3.096393504885867,101.78473481428703,2.0,"(30, 40]"
1455,2016-02-08,23:12:39,malay,male,moderate,no,toddler ,big,brown,casual,red,long sleeve,grey,long,clothes,3,8,yes,3.1293185417832285,101.70541945638136,3.0,"(40, 50]"
1456,2016-02-02,07:30:05,foreigner ,female,moderate,yes,baby,big,white,formal,white,short_sleeve,orange,short,blankets,3,10,yes,3.1386487337965963,101.70323630329742,2.0,"(40, 50]"
1457,2015-12-25,15:55:16,indian,male,moderate,yes,young,big,white,traditional,white,long sleeve,grey,long,clothes,3,8,no,3.087902461485977,101.74890791405052,1.0,"(20, 30]"
1458,2015-12-04,00:06:39,foreigner ,female,fat,no,no_kids,big,grey,traditional,yellow,short_sleeve,black,short,clothes,6,7,no,3.1096763576997573,101.75423693171784,3.0,"(20, 30]"
1459,2016-02-08,09:28:02,malay,female,thin,yes,baby,big,pink,traditional,white,short_sleeve,blue ,long,clothes,6,9,yes,3.12347731762818,101.71088406599785,1.0,"(10, 20]"
1460,2016-01-10,15:38:50,indian,female,fat,no,young,small,green,formal,yellow,short_sleeve,white,long,clothes,5,9,yes,3.1960848036576555,101.72128874039022,2.0,"(10, 20]"
1461,2016-01-06,05:27:12,malay,female,moderate,yes,no_kids,small,yellow,casual,white,long sleeve,pink,short,blankets,6,8,yes,3.092999268860911,101.72384819875492,1.0,"(30, 40]"
